Geo Targeted Areas,Student Type,Initial Referral Source,Stealth,Month of Created Date,Created Date (group),Month of Initial Source Date,Initial Source Date (group),Primary State/Province,"Primary City, Primary County, Primary State/Province (group)",City,Purchased Lead Names,Created Date,Lead,Inquiry,Applied,Admitted,Confirmed,Enrolled,County,CountySt,CitySt,EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,November 30 2018 12:00 AM,VT,"Caledonia County, VT",Lyndonville,Lead Names,2/22/2018,1,1,1,0,0,0,Caledonia ,"Caledonia , VT","Lyndonville, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Sep-18,8/15/2018-present,Sep-18,8/15/2018-present,NH,"Strafford County, NH",Rollinsford,Not Lead Purchase,9/19/2018,1,1,1,0,0,0,Strafford ,"Strafford , NH","Rollinsford, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Sep-18,8/15/2018-present,Sep-18,8/15/2018-present,VT,"Orange County, VT",Wells River,Not Lead Purchase,9/22/2018,2,2,2,2,0,0,Orange ,"Orange , VT","Wells River, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,CT,"Hartford County, CT",Burlington,Not Lead Purchase,10/10/2018,1,1,1,0,0,0,Hartford ,"Hartford , CT","Burlington, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,CT,"New Haven County, CT",Prospect,Lead Names,10/18/2018,2,2,2,0,0,0,New Haven ,"New Haven , CT","Prospect, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,MA,"Bristol County, MA",North Attleboro,Not Lead Purchase,10/10/2018,1,1,1,0,0,0,Bristol ,"Bristol , MA","North Attleboro, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,MA,"Norfolk County, MA",Foxboro,Lead Names,10/18/2018,1,1,1,0,0,0,Norfolk ,"Norfolk , MA","Foxboro, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,MA,"Worcester County, MA",Boylston,Lead Names,10/18/2018,1,1,1,1,0,0,Worcester ,"Worcester , MA","Boylston, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,RI,"Washington County, RI",Westerly,Not Lead Purchase,10/31/2018,1,1,1,0,0,0,Washington ,"Washington , RI","Westerly, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Oct-18,8/15/2018-present,VT,"Orange County, VT",West Topsham,Not Lead Purchase,10/13/2018,2,2,2,0,0,0,Orange ,"Orange , VT","West Topsham, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,"Fairfield County, CT",Bridgeport,Lead Names,10/18/2018,2,2,2,0,0,0,Fairfield ,"Fairfield , CT","Bridgeport, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,"Hartford County, CT",Bristol,Lead Names,10/18/2018,1,1,1,0,0,0,Hartford ,"Hartford , CT","Bristol, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,"Hartford County, CT",Wethersfield,Lead Names,10/18/2018,1,1,1,0,0,0,Hartford ,"Hartford , CT","Wethersfield, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,New London County CT,Uncasville,Lead Names,10/18/2018,1,1,1,0,0,0,New London,"New London, CT","Uncasville, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Bristol County, MA",Fairhaven,Lead Names,10/18/2018,1,1,1,0,0,0,Bristol ,"Bristol , MA","Fairhaven, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Bristol County, MA",North Easton,Lead Names,10/18/2018,1,1,1,1,0,0,Bristol ,"Bristol , MA","North Easton, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Bristol County, MA",Rehoboth,Lead Names,10/18/2018,1,1,1,1,0,0,Bristol ,"Bristol , MA","Rehoboth, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Essex County, MA",Salem,Lead Names,10/18/2018,1,1,1,0,0,0,Essex ,"Essex , MA","Salem, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Hampden County, MA",Chicopee,Lead Names,10/18/2018,1,1,1,0,0,0,Hampden ,"Hampden , MA","Chicopee, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Hampden County, MA",Hampden,Lead Names,10/18/2018,1,1,1,0,0,0,Hampden ,"Hampden , MA","Hampden, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Norfolk County, MA",Medway,Lead Names,10/18/2018,1,1,1,1,0,0,Norfolk ,"Norfolk , MA","Medway, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Norfolk County, MA",Wellesley,Lead Names,10/18/2018,1,1,1,0,0,0,Norfolk ,"Norfolk , MA","Wellesley, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Plymouth County, MA",Hull,Lead Names,10/18/2018,1,1,1,0,0,0,Plymouth ,"Plymouth , MA","Hull, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Plymouth County, MA",Kingston,Lead Names,10/18/2018,1,1,1,1,0,0,Plymouth ,"Plymouth , MA","Kingston, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Gardner,Lead Names,10/18/2018,1,1,1,0,0,0,Worcester ,"Worcester , MA","Gardner, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",Manchester,Not Lead Purchase,10/3/2018,2,2,2,0,0,0,Hillsborough ,"Hillsborough , NH","Manchester, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",Nashua,Lead Names,10/18/2018,1,1,1,0,0,0,Hillsborough ,"Hillsborough , NH","Nashua, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Windham,Lead Names,10/18/2018,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Windham, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Strafford County, NH",Dover,Lead Names,10/18/2018,2,2,2,0,0,0,Strafford ,"Strafford , NH","Dover, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-18,8/15/2018-present,Nov-18,November 30 2018 12:00 AM,NH,"Rockingham County, NH",Derry,Lead Names,10/18/2018,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Derry, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Oct-18,8/15/2018-present,MA,"Plymouth County, MA",Abington,Not Lead Purchase,11/1/2018,1,1,1,0,0,0,Plymouth ,"Plymouth , MA","Abington, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,"Fairfield County, CT",Wilton,Not Lead Purchase,11/21/2018,1,1,1,0,0,0,Fairfield ,"Fairfield , CT","Wilton, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,"Litchfield County, CT",Plymouth,Not Lead Purchase,11/15/2018,1,1,1,0,0,0,Litchfield ,"Litchfield , CT","Plymouth, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,CT,"New Haven County, CT",Cheshire,Not Lead Purchase,11/28/2018,1,1,1,0,0,0,New Haven ,"New Haven , CT","Cheshire, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Norfolk County, MA",Bellingham,Not Lead Purchase,11/16/2018,1,1,1,0,0,0,Norfolk ,"Norfolk , MA","Bellingham, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Plymouth County, MA",Hanson,Not Lead Purchase,11/14/2018,1,1,1,0,0,0,Plymouth ,"Plymouth , MA","Hanson, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Boylston,Not Lead Purchase,11/28/2018,1,1,1,0,0,0,Worcester ,"Worcester , MA","Boylston, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Merrimack County, NH",Boscawen,Not Lead Purchase,11/22/2018,1,1,1,0,0,0,Merrimack ,"Merrimack , NH","Boscawen, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Merrimack County, NH",Bow,Not Lead Purchase,11/16/2018,1,1,1,0,0,0,Merrimack ,"Merrimack , NH","Bow, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Derry,Not Lead Purchase,11/17/2018,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Derry, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Kent County, RI",West Greenwich,Not Lead Purchase,11/29/2018,1,1,1,0,0,0,Kent ,"Kent , RI","West Greenwich, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Kent County, RI",West Warwick,Not Lead Purchase,11/27/2018,1,1,1,0,0,0,Kent ,"Kent , RI","West Warwick, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Providence County, RI",Central Falls,Not Lead Purchase,11/29/2018,1,1,1,0,0,0,Providence ,"Providence , RI","Central Falls, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Providence County, RI",Chepachet,Not Lead Purchase,11/17/2018,1,1,1,0,0,0,Providence ,"Providence , RI","Chepachet, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Providence County, RI",Cranston,Not Lead Purchase,11/14/2018,1,1,1,1,0,0,Providence ,"Providence , RI","Cranston, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",Shelburne,Not Lead Purchase,11/17/2018,1,1,1,0,0,0,Chittenden ,"Chittenden , VT","Shelburne, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",South Burlington,Not Lead Purchase,11/20/2018,1,1,1,0,0,0,Chittenden ,"Chittenden , VT","South Burlington, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",Winooski,Not Lead Purchase,11/16/2018,1,1,1,0,0,0,Chittenden ,"Chittenden , VT","Winooski, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-18,December 04 2018 12:00 AM,Nov-18,8/15/2018-present,CT,"Hartford County, CT",Wethersfield,Not Lead Purchase,12/4/2018,1,1,1,0,0,0,Hartford ,"Hartford , CT","Wethersfield, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-18,December 04 2018 12:00 AM,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",Roslindale,Not Lead Purchase,12/4/2018,1,1,1,0,0,0,Suffolk ,"Suffolk , MA","Roslindale, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-18,December 04 2018 12:00 AM,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Winchendon,Not Lead Purchase,12/4/2018,1,1,1,0,0,0,Worcester ,"Worcester , MA","Winchendon, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Dec-18,December 04 2018 12:00 AM,Nov-18,8/15/2018-present,NH,"Merrimack County, NH",Northfield,Not Lead Purchase,12/4/2018,1,1,1,0,0,0,Merrimack ,"Merrimack , NH","Northfield, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-18,December 04 2018 12:00 AM,Nov-18,November 30 2018 12:00 AM,MA,"Middlesex County, MA",Billerica,Not Lead Purchase,12/4/2018,1,1,1,0,0,0,Middlesex ,"Middlesex , MA","Billerica, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Dec-18,December 04 2018 12:00 AM,Nov-18,November 30 2018 12:00 AM,MA,"Suffolk County, MA",Boston,Not Lead Purchase,12/4/2018,1,1,1,0,0,0,Suffolk ,"Suffolk , MA","Boston, MA",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Mar-16,Before 8/15/2016,Sep-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Simsbury,Not Lead Purchase,3/30/2016,2,2,0,0,0,0,Hartford ,"Hartford , CT","Simsbury, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Jun-16,Before 8/15/2016,Oct-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Reading,Not Lead Purchase,6/23/2016,4,4,0,0,0,0,Middlesex ,"Middlesex , MA","Reading, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Aug-16,Before 8/15/2016,Sep-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Salem,Not Lead Purchase,8/6/2016,5,5,5,5,0,0,Essex ,"Essex , MA","Salem, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Oct-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,CT,"Tolland County, CT",Vernon Rockville,Not Lead Purchase,10/17/2016,6,6,6,6,0,0,Tolland ,"Tolland , CT","Vernon Rockville, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Oct-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Reading,Not Lead Purchase,10/28/2016,5,5,5,5,0,0,Middlesex ,"Middlesex , MA","Reading, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Oct-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Bellingham,Not Lead Purchase,10/19/2016,4,4,4,4,0,0,Norfolk ,"Norfolk , MA","Bellingham, MA",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Oct-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,RI,"Providence County, RI",North Smithfield,Not Lead Purchase,10/7/2016,2,2,0,0,0,0,Providence ,"Providence , RI","North Smithfield, RI",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Oct-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,VT,"Caledonia County, VT",Saint Johnsbury,Not Lead Purchase,10/19/2016,4,4,0,0,0,0,Caledonia ,"Caledonia , VT","Saint Johnsbury, VT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Nov-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Glastonbury,Not Lead Purchase,11/7/2016,7,7,7,7,0,0,Hartford ,"Hartford , CT","Glastonbury, CT",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Gloucester,Lead Names,12/12/2016,2,2,2,2,0,0,Essex ,"Essex , MA","Gloucester, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Melrose,Lead Names,12/12/2016,3,3,3,3,0,0,Middlesex ,"Middlesex , MA","Melrose, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Tewksbury,Lead Names,12/12/2016,3,3,3,3,0,0,Middlesex ,"Middlesex , MA","Tewksbury, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Wakefield,Lead Names,12/12/2016,4,4,4,4,0,0,Middlesex ,"Middlesex , MA","Wakefield, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Manchester,Lead Names,12/12/2016,3,3,3,0,0,0,Hillsborough ,"Hillsborough , NH","Manchester, NH",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Saugus,Lead Names,12/12/2016,1,1,0,0,0,0,Essex ,"Essex , MA","Saugus, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Maynard,Lead Names,12/12/2016,1,1,0,0,0,0,Middlesex ,"Middlesex , MA","Maynard, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Franklin,Lead Names,12/12/2016,1,1,0,0,0,0,Merrimack ,"Merrimack , NH","Franklin, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",East Kingston,Lead Names,12/12/2016,2,2,0,0,0,0,Rockingham ,"Rockingham , NH","East Kingston, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Strafford County, NH",Rochester,Lead Names,12/12/2016,4,4,4,4,0,0,Strafford ,"Strafford , NH","Rochester, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Strafford County, NH",Somersworth,Lead Names,12/12/2016,3,3,3,3,0,0,Strafford ,"Strafford , NH","Somersworth, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-18,8/15/2018-present,MA,"Essex County, MA",Salisbury,Lead Names,12/12/2016,2,2,0,0,0,0,Essex ,"Essex , MA","Salisbury, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Jan-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Bedford,Not Lead Purchase,1/11/2017,3,3,3,3,0,0,Hillsborough ,"Hillsborough , NH","Bedford, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Jan-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,CT,New London County CT,Norwich,Not Lead Purchase,1/10/2017,3,3,0,0,0,0,New London,"New London, CT","Norwich, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Jan-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Medway,Not Lead Purchase,1/13/2017,6,6,6,6,0,0,Norfolk ,"Norfolk , MA","Medway, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Jan-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Walpole,Not Lead Purchase,1/17/2017,4,4,4,0,0,0,Norfolk ,"Norfolk , MA","Walpole, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Georgetown,Lead Names,2/14/2017,3,3,3,3,0,0,Essex ,"Essex , MA","Georgetown, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Topsfield,Lead Names,2/14/2017,4,4,0,0,0,0,Essex ,"Essex , MA","Topsfield, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",West Wareham,Not Lead Purchase,2/2/2017,3,3,0,0,0,0,Plymouth ,"Plymouth , MA","West Wareham, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Hudson,Lead Names,2/14/2017,6,6,6,6,6,0,Hillsborough ,"Hillsborough , NH","Hudson, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Merrimack,Lead Names,2/14/2017,2,2,0,0,0,0,Hillsborough ,"Hillsborough , NH","Merrimack, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Exeter,Lead Names,2/14/2017,3,3,3,3,0,0,Rockingham ,"Rockingham , NH","Exeter, NH",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Kingston,Lead Names,2/14/2017,3,3,3,3,0,0,Rockingham ,"Rockingham , NH","Kingston, NH",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Bristol County, MA",North Attleboro,Not Lead Purchase,2/2/2017,3,3,3,3,0,0,Bristol ,"Bristol , MA","North Attleboro, MA",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Saugus,Lead Names,2/14/2017,2,2,0,0,0,0,Essex ,"Essex , MA","Saugus, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Goffstown,Lead Names,2/14/2017,2,2,2,2,0,0,Hillsborough ,"Hillsborough , NH","Goffstown, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Atkinson,Lead Names,2/14/2017,4,4,4,4,0,0,Rockingham ,"Rockingham , NH","Atkinson, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Portsmouth,Lead Names,2/14/2017,2,2,2,2,0,0,Rockingham ,"Rockingham , NH","Portsmouth, NH",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Kingston,Lead Names,2/14/2017,4,4,4,4,0,0,Rockingham ,"Rockingham , NH","Kingston, NH",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Mar-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,RI,"Washington County, RI",North Kingstown,Not Lead Purchase,3/2/2017,4,4,4,4,0,0,Washington ,"Washington , RI","North Kingstown, RI",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Mar-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,CT,New London County CT,Groton,Not Lead Purchase,3/20/2017,4,4,4,4,0,0,New London,"New London, CT","Groton, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Mar-17,8/15/2016-8/14/2017,Oct-18,8/15/2018-present,NH,"Rockingham County, NH",Plaistow,Not Lead Purchase,3/15/2017,7,7,7,7,0,0,Rockingham ,"Rockingham , NH","Plaistow, NH",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Mar-17,8/15/2016-8/14/2017,Nov-18,8/15/2018-present,CT,New London County CT,Preston,Not Lead Purchase,3/20/2017,4,4,0,0,0,0,New London,"New London, CT","Preston, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Apr-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,CT,"Fairfield County, CT",Newtown,Not Lead Purchase,4/26/2017,2,2,0,0,0,0,Fairfield ,"Fairfield , CT","Newtown, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Apr-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",East Windsor,Not Lead Purchase,4/12/2017,5,5,5,5,0,0,Hartford ,"Hartford , CT","East Windsor, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Apr-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",Orange,Not Lead Purchase,4/20/2017,3,3,3,3,0,0,New Haven ,"New Haven , CT","Orange, CT",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Apr-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Hopkinton,Not Lead Purchase,4/26/2017,4,4,4,4,0,0,Middlesex ,"Middlesex , MA","Hopkinton, MA",NoEvent
Geo Targets,First-Year Student,CANS,Not Stealth,Apr-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Medford,Not Lead Purchase,4/13/2017,4,4,4,4,0,0,Middlesex ,"Middlesex , MA","Medford, MA",EventCity
Geo Targets,First-Year Student,CANS,Not Stealth,Apr-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",Halifax,Not Lead Purchase,4/23/2017,4,4,4,4,4,0,Plymouth ,"Plymouth , MA","Halifax, MA",NoEvent
