"CityState","Geo.Targeted.Areas","Student.Type","Initial.Referral.Source","Stealth","Month.of.Created.Date","Created.Date..group.","Month.of.Initial.Source.Date","Initial.Source.Date..group.","Primary.State.Province","Primary.City..Primary.County..Primary.State.Province..group.","City","Purchased.Lead.Names","Created.Date","Lead","Inquiry","Applied","Admitted","Confirmed","Enrolled","County","CountySt","EventCity","ZIP","State","lat","lon"
"Lancaster, New York","Other","First-Year Student","CPPX","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New York","Other","Lancaster","Not Lead Purchase","11/28/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Morris, New York","Other","First-Year Student","CPPX","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New York","Other","Morris","Not Lead Purchase","11/13/2018",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"New York, New York","Other","First-Year Student","CPPX","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New York","Other","New York","Not Lead Purchase","11/28/2018",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rochester, New York","Other","First-Year Student","CPPX","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New York","Other","Rochester","Not Lead Purchase","11/28/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Waterville, New York","Other","First-Year Student","CPPX","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New York","Other","Waterville","Not Lead Purchase","11/28/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Yonkers, New York","Other","First-Year Student","CPPX","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New York","Other","Yonkers","Not Lead Purchase","11/20/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Wells, Maine","Other","First-Year Student","EMAIL","Not Stealth","Jun-15","Before 8/15/2016","Oct-18","8/15/2018-present","Maine","Other","Wells","Not Lead Purchase","6/5/2015",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lincoln, Maine","Other","First-Year Student","EMAIL","Not Stealth","Dec-16","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Lincoln","Lead Names","12/12/2016",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"New Gloucester, Maine","Other","First-Year Student","EMAIL","Not Stealth","Jun-17","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","New Gloucester","Lead Names","6/6/2017",1,0,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Muharraq, ","Other","First-Year Student","EMAIL","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","","Other","Muharraq","Not Lead Purchase","9/14/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","EMAIL","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","10/11/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Blackburn, ","Other","First-Year Student","EMAIL","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","","Other","Blackburn","Not Lead Purchase","10/16/2017",2,2,2,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","EMAIL","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","11/7/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lacey, Washington","Other","First-Year Student","EMAIL","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Washington","Other","Lacey","Not Lead Purchase","11/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fountain Valley, California","Other","First-Year Student","EMAIL","Not Stealth","Nov-17","November 22 2017 12:00 AM","Nov-17","8/15/2017-8/14/2018","California","Other","Fountain Valley","Not Lead Purchase","11/22/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","EMAIL","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","","Other","","Not Lead Purchase","9/19/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Florissant, Missouri","Other","First-Year Student","EMAIL","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","Missouri","Other","Florissant","Not Lead Purchase","9/4/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","EMAIL","Not Stealth","Sep-18","September 12 2018 12:00 AM","Sep-18","8/15/2018-present","","Other","","Not Lead Purchase","9/12/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Arlington Heights, Illinois","Other","First-Year Student","EMAIL","Not Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","Illinois","Other","Arlington Heights","Not Lead Purchase","10/25/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Noblesville, Indiana","Other","First-Year Student","EMAIL","Not Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","Indiana","Other","Noblesville","Not Lead Purchase","10/2/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","EMAIL","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","","Other","","Not Lead Purchase","11/28/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fishers, Indiana","Other","First-Year Student","EMAIL","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Indiana","Other","Fishers","Not Lead Purchase","11/21/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Freedom, Maine","Other","First-Year Student","EXPU","Not Stealth","Nov-15","Before 8/15/2016","Oct-18","8/15/2018-present","Maine","Other","Freedom","Not Lead Purchase","11/16/2015",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Biddeford, Maine","Other","First-Year Student","EXPU","Not Stealth","Oct-17","8/15/2017-8/14/2018","Sep-18","8/15/2018-present","Maine","Other","Biddeford","Lead Names","10/12/2017",5,5,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Standish, Maine","Other","First-Year Student","EXPU","Not Stealth","Oct-17","8/15/2017-8/14/2018","Sep-18","September 15 2018 12:00 AM","Maine","Other","Standish","Lead Names","10/12/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Phippsburg, Maine","Other","First-Year Student","EXPU","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-18","8/15/2018-present","Maine","Other","Phippsburg","Not Lead Purchase","10/18/2017",6,6,6,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","EXPU","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-18","8/15/2018-present","Maine","Other","Scarborough","Lead Names","10/12/2017",5,5,5,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Waterville, Maine","Other","First-Year Student","EXPU","Not Stealth","Feb-18","8/15/2017-8/14/2018","Sep-18","8/15/2018-present","Maine","Other","Waterville","Lead Names","2/22/2018",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Yarmouth, Maine","Other","First-Year Student","EXPU","Not Stealth","Jul-18","8/15/2017-8/14/2018","Oct-18","8/15/2018-present","Maine","Other","Yarmouth","Not Lead Purchase","7/17/2018",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Windham, Maine","Other","First-Year Student","EXPU","Not Stealth","Aug-18","8/15/2018-present","Sep-18","8/15/2018-present","Maine","Other","Windham","Not Lead Purchase","8/31/2018",3,3,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gorham, Maine","Other","First-Year Student","EXPU","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","Maine","Other","Gorham","Not Lead Purchase","9/5/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Monson, Maine","Other","First-Year Student","EXPU","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","Maine","Other","Monson","Not Lead Purchase","9/5/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Portland, Maine","Other","First-Year Student","EXPU","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","Maine","Other","Portland","Not Lead Purchase","9/18/2018",3,3,3,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"North Carver, MA","Other","First-Year Student","EXPU","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","MA","Other","North Carver","Not Lead Purchase","9/5/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",2355,"MA",41.916918,-70.801331
"Ravena, New York","Other","First-Year Student","EXPU","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","New York","Other","Ravena","Not Lead Purchase","9/5/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Falmouth, Maine","Other","First-Year Student","EXPU","Not Stealth","Sep-18","September 12 2018 12:00 AM","Sep-18","8/15/2018-present","Maine","Other","Falmouth","Not Lead Purchase","9/12/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lyman, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-14","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Lyman","Not Lead Purchase","10/20/2014",7,7,7,7,7,7,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saco, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-14","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Saco","Not Lead Purchase","10/24/2014",6,6,6,6,6,6,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bath, Maine","Other","First-Year Student","FRNT","Not Stealth","May-15","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Bath","Not Lead Purchase","5/13/2015",2,2,2,2,2,2,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Jun-15","Before 8/15/2016","Oct-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Not Lead Purchase","6/5/2015",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Nobleboro, Maine","Other","First-Year Student","FRNT","Not Stealth","Nov-15","Before 8/15/2016","Sep-17","8/15/2017-8/14/2018","Maine","Other","Nobleboro","Not Lead Purchase","11/17/2015",11,11,11,11,11,11,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Wolfeboro, NH","Other","First-Year Student","FRNT","Not Stealth","Apr-16","Before 8/15/2016","Oct-17","8/15/2017-8/14/2018","NH","Carroll County, NH","Wolfeboro","Not Lead Purchase","4/28/2016",7,7,7,7,0,0,"Carroll ","Carroll , NH","NoEvent",3894,"NH",43.596233,-71.19552
"Valley Center, California","Other","First-Year Student","FRNT","Not Stealth","Aug-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","California","Other","Valley Center","Not Lead Purchase","8/28/2016",6,6,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Oakland, Maine","Other","First-Year Student","FRNT","Not Stealth","Aug-16","Before 8/15/2016","Oct-17","8/15/2017-8/14/2018","Maine","Other","Oakland","Not Lead Purchase","8/14/2016",7,7,7,7,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Solon, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Solon","Lead Names","12/12/2016",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Turner, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Turner","Lead Names","12/12/2016",6,6,6,6,6,6,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Auburn, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Auburn","Lead Names","12/12/2016",5,5,3,3,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chebeague Island, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Chebeague Island","Lead Names","12/12/2016",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Kennebunk, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Kennebunk","Lead Names","12/12/2016",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Porter, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Porter","Lead Names","12/12/2016",5,5,5,5,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Waterville, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Waterville","Lead Names","12/12/2016",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Berwick, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Berwick","Lead Names","12/12/2016",12,12,12,12,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Brunswick, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Brunswick","Lead Names","12/12/2016",2,2,2,2,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Newagen, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Newagen","Lead Names","12/12/2016",3,3,3,3,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orono, Maine","Other","First-Year Student","FRNT","Not Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Orono","Lead Names","12/12/2016",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sebago, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Sebago","Lead Names","2/14/2017",8,8,8,8,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Biddeford, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Biddeford","Lead Names","2/14/2017",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Deer Isle, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Deer Isle","Lead Names","2/14/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"North Berwick, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","North Berwick","Lead Names","2/14/2017",6,6,6,6,6,6,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saco, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Saco","Lead Names","2/14/2017",6,6,6,6,6,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Lead Names","2/14/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tenants Harbor, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Tenants Harbor","Lead Names","2/14/2017",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hallowell, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Hallowell","Lead Names","2/14/2017",3,3,3,3,3,3,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saco, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Saco","Lead Names","2/14/2017",4,4,4,4,4,4,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gorham, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Sep-18","8/15/2018-present","Maine","Other","Gorham","Lead Names","2/14/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Sep-18","8/15/2018-present","Maine","Other","Scarborough","Lead Names","2/14/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Topsham, Maine","Other","First-Year Student","FRNT","Not Stealth","Feb-17","8/15/2016-8/14/2017","Sep-18","8/15/2018-present","Maine","Other","Topsham","Lead Names","2/14/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bath, Maine","Other","First-Year Student","FRNT","Not Stealth","Apr-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Bath","Not Lead Purchase","4/8/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Apr-17","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Not Lead Purchase","4/21/2017",4,4,4,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tucson, Arizona","Other","First-Year Student","FRNT","Not Stealth","May-17","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Arizona","Other","Tucson","Not Lead Purchase","5/16/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Alfred, Maine","Other","First-Year Student","FRNT","Not Stealth","Jun-17","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Alfred","Lead Names","6/6/2017",4,4,4,4,4,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Princeton, Maine","Other","First-Year Student","FRNT","Not Stealth","Jun-17","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Princeton","Lead Names","6/6/2017",5,5,5,5,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"New Vineyard, Maine","Other","First-Year Student","FRNT","Not Stealth","Jun-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","New Vineyard","Lead Names","6/6/2017",5,5,5,5,5,5,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saco, Maine","Other","First-Year Student","FRNT","Not Stealth","Jun-17","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Saco","Lead Names","6/6/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Plymouth, NH","Other","First-Year Student","FRNT","Not Stealth","Aug-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","NH","Grafton County, NH","Plymouth","Not Lead Purchase","8/17/2017",5,5,5,5,5,5,"Grafton ","Grafton , NH","NoEvent",3264,"NH",43.753837,-71.64503
"Middletown, RI","Other","First-Year Student","FRNT","Not Stealth","Aug-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","RI","Newport County, RI","Middletown","Not Lead Purchase","8/22/2017",5,5,5,5,5,0,"Newport ","Newport , RI","NoEvent",2842,"RI",41.511739,-71.28658
", ","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","9/8/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","9/21/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Placentia, California","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","California","Other","Placentia","Not Lead Purchase","9/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clermont, Florida","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Florida","Other","Clermont","Not Lead Purchase","9/25/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hialeah, Florida","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Florida","Other","Hialeah","Not Lead Purchase","9/28/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Idaho","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Idaho","Other","","Not Lead Purchase","9/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Maine","Other","","Not Lead Purchase","9/21/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Brunswick, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Maine","Other","Brunswick","Not Lead Purchase","9/21/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lewiston, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Maine","Other","Lewiston","Not Lead Purchase","9/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Standish, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Maine","Other","Standish","Not Lead Purchase","9/28/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"York, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Maine","Other","York","Not Lead Purchase","9/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Pittsfield, MA","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","MA","Berkshire County, MA","Pittsfield","Not Lead Purchase","9/8/2017",1,1,0,0,0,0,"Berkshire ","Berkshire , MA","EventCity",1201,"MA",42.45384,-73.254
"Helena, Montana","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Montana","Other","Helena","Not Lead Purchase","9/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Valley Stream, New York","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","New York","Other","Valley Stream","Not Lead Purchase","9/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Baddeck, Nova Scotia","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Nova Scotia","Other","Baddeck","Not Lead Purchase","9/21/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Monroe, Ohio","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Ohio","Other","Monroe","Not Lead Purchase","9/28/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Auburn, Pennsylvania","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Pennsylvania","Other","Auburn","Not Lead Purchase","9/7/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Canonsburg, Pennsylvania","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Pennsylvania","Other","Canonsburg","Not Lead Purchase","9/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cranberry Township, Pennsylvania","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Pennsylvania","Other","Cranberry Township","Not Lead Purchase","9/26/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Austin, Texas","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Texas","Other","Austin","Not Lead Purchase","9/21/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Mead, Washington","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Mead","Not Lead Purchase","9/28/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
